id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3499098,1,2016/5/10 16:12,2016/5/10 16:30,1,-73.9648819,40.79152679,-73.94417572,40.77597809,N,1099
id3380163,2,2016/5/10 16:12,2016/5/10 16:24,1,-73.9774704,40.76226044,-73.96463776,40.7698288,N,740
id2690823,1,2016/5/10 16:12,2016/5/10 16:29,1,-73.97728729,40.75848389,-73.99123383,40.75007629,N,1048
id2653499,2,2016/5/10 16:13,2016/5/10 16:31,1,-73.98916626,40.75339127,-73.96914673,40.75851059,N,1089
id2940715,1,2016/5/10 16:13,2016/5/10 16:23,1,-73.98300934,40.76745605,-73.98529816,40.76176453,N,545
id3638066,2,2016/5/10 16:14,2016/5/10 16:32,6,-73.9832077,40.7582283,-74.00590515,40.73628235,N,1116
id1304826,1,2016/5/10 16:14,2016/5/10 16:18,1,-73.99784851,40.74092102,-74.00720215,40.73438644,N,258
id1122637,2,2016/5/10 16:14,2016/5/10 16:23,6,-73.97675323,40.74771118,-73.98226166,40.75149155,N,552
id2886017,2,2016/5/10 16:14,2016/5/10 16:22,1,-73.96029663,40.76604843,-73.95962524,40.7587204,N,506
id3119713,2,2016/5/10 16:14,2016/5/10 16:21,1,-73.97489166,40.74182129,-73.96671295,40.75299835,N,418
id3720663,1,2016/5/10 16:14,2016/5/10 16:40,1,-73.97776794,40.77407837,-73.94714355,40.77599335,N,1523
id3747892,2,2016/5/10 16:15,2016/5/10 16:32,1,-73.99272919,40.72431946,-74.01010895,40.71504974,N,1045
id1861703,2,2016/5/10 16:15,2016/5/10 16:20,1,-73.99297333,40.74808121,-74.00589752,40.74835968,N,292
id3213808,1,2016/5/10 16:16,2016/5/10 16:37,1,-73.97441864,40.78305054,-73.96527863,40.76895142,N,1265
id2331639,2,2016/5/10 16:16,2016/5/10 16:37,1,-73.87309265,40.77402878,-73.97445679,40.75030899,N,1255
id1291751,2,2016/5/10 16:16,2016/5/10 16:21,1,-73.95133972,40.77416992,-73.95085144,40.78340912,N,270
id1142498,2,2016/5/10 16:17,2016/5/10 16:34,1,-73.9522934,40.76898956,-73.96151733,40.76470947,N,1015
id1511186,2,2016/5/10 16:17,2016/5/10 16:23,1,-73.97195435,40.75043106,-73.98344421,40.73164749,N,365
id2619720,1,2016/5/10 16:18,2016/5/10 16:28,1,-73.98722076,40.77095795,-73.97130585,40.79522324,N,569
id1039366,2,2016/5/10 16:18,2016/5/10 16:27,1,-74.0109024,40.71641922,-74.00164032,40.74657059,N,535
id0362257,2,2016/5/10 16:18,2016/5/10 16:41,6,-74.00424194,40.70724869,-73.99726868,40.68704987,N,1357
id0544565,2,2016/5/10 16:18,2016/5/10 16:21,1,-73.80065155,40.66970062,-73.80506897,40.68291092,N,160
id2219660,1,2016/5/10 16:19,2016/5/10 16:35,2,-73.94308472,40.84130478,-73.9796524,40.7904129,N,970
id0216016,1,2016/5/10 16:19,2016/5/10 16:37,1,-73.97201538,40.75428391,-74.00482941,40.70705414,N,1068
id3292917,2,2016/5/10 16:19,2016/5/10 16:22,2,-73.99936676,40.72470093,-73.9969635,40.72986984,N,149
id1952188,2,2016/5/10 16:19,2016/5/10 16:27,2,-73.98126984,40.75017929,-73.98545837,40.76314926,N,445
id2377830,2,2016/5/10 16:20,2016/5/10 16:47,1,-74.01529694,40.71411896,-73.95310974,40.7666893,N,1608
id0799260,1,2016/5/10 16:21,2016/5/10 16:38,1,-73.9601059,40.77656174,-73.97171021,40.76023483,N,1022
id3918393,1,2016/5/10 16:21,2016/5/10 16:35,1,-73.96057892,40.77242661,-73.9610672,40.76552582,N,835
id1221179,1,2016/5/10 16:21,2016/5/10 16:30,1,-74.00839996,40.74531174,-74.00380707,40.72528076,N,568
id3016292,1,2016/5/10 16:21,2016/5/10 16:26,1,-73.98971558,40.74132919,-74.00317383,40.74547577,N,327
id0904495,1,2016/5/10 16:21,2016/5/10 16:59,1,-73.98577881,40.75231934,-73.87063599,40.77371979,N,2280
id1597397,1,2016/5/10 16:21,2016/5/10 16:44,3,-73.9649353,40.77525711,-73.97296143,40.75549316,N,1353
id3725213,2,2016/5/10 16:21,2016/5/10 16:36,1,-73.95413208,40.74155045,-73.97605133,40.74966812,N,884
id3673121,1,2016/5/10 16:21,2016/5/10 16:33,1,-73.99159241,40.72621155,-73.97848511,40.75081635,N,684
id1882334,1,2016/5/10 16:21,2016/5/10 16:29,1,-73.98849487,40.73657608,-74.00769806,40.74093246,N,469
id3941379,1,2016/5/10 16:22,2016/5/10 16:44,1,-73.95916748,40.78326416,-73.97338104,40.76255417,N,1372
id3611282,2,2016/5/10 16:22,2016/5/10 16:48,6,-73.96425629,40.76493073,-73.98747253,40.75508118,N,1536
id1419905,2,2016/5/10 16:22,2016/5/10 17:21,1,-73.99280548,40.74300385,-73.86170197,40.76830673,N,3558
id0473527,2,2016/5/10 16:24,2016/5/10 16:45,1,-73.94566345,40.77804947,-73.96981049,40.79710007,N,1268
id0065263,1,2016/5/10 16:24,2016/5/10 16:39,1,-73.99140167,40.74998093,-73.98395538,40.73104095,N,900
id3811537,2,2016/5/10 16:24,2016/5/10 16:47,2,-73.94817352,40.74148178,-73.98623657,40.76073074,N,1348
id2117410,1,2016/5/10 16:24,2016/5/10 16:39,1,-73.97162628,40.7603302,-74.00467682,40.74150848,N,863
id0483694,1,2016/5/10 16:25,2016/5/10 16:32,1,-73.97679901,40.75158691,-73.98352051,40.75457001,N,467
id2659345,1,2016/5/10 16:25,2016/5/10 17:13,1,-73.97538757,40.75587082,-73.87251282,40.77452087,N,2923
id3031671,1,2016/5/10 16:25,2016/5/10 16:55,1,-73.95503998,40.76502991,-73.98765564,40.7795639,N,1826
id3021159,2,2016/5/10 16:25,2016/5/10 16:29,1,-73.954422,40.78094101,-73.95540619,40.77336121,N,236
id2916876,2,2016/5/10 16:25,2016/5/10 16:35,6,-73.95935059,40.78006363,-73.97254181,40.78610611,N,566
id0450429,2,2016/5/10 16:26,2016/5/10 16:36,1,-73.98345184,40.76290131,-73.97702026,40.76298141,N,635
id1494790,2,2016/5/10 16:26,2016/5/10 16:41,2,-73.96585083,40.76290894,-73.99369049,40.74634171,N,897
id2510305,1,2016/5/10 16:26,2016/5/10 16:32,1,-73.95979309,40.77944565,-73.94654083,40.77390289,N,347
id0846543,2,2016/5/10 16:26,2016/5/10 16:40,1,-74.00639343,40.73939133,-73.99111176,40.7678299,N,853
id3327250,1,2016/5/10 16:26,2016/5/10 16:40,1,-74.0041275,40.74767303,-73.97949219,40.76078033,N,831
id0940009,1,2016/5/10 16:27,2016/5/10 17:04,2,-73.99260712,40.73753357,-73.87119293,40.77409744,N,2230
id1433374,1,2016/5/10 16:27,2016/5/10 16:43,1,-73.95946503,40.77506638,-73.97741699,40.78943253,N,986
id3660878,1,2016/5/10 16:27,2016/5/10 16:42,1,-73.96577454,40.7711525,-73.95275116,40.78657913,N,852
id1036277,1,2016/5/10 16:27,2016/5/10 16:49,1,-73.98023987,40.78236771,-73.95310974,40.78335953,N,1277
id3188269,2,2016/5/10 16:28,2016/5/10 17:04,4,-73.87320709,40.77410889,-73.98365021,40.69615936,N,2138
id2655834,2,2016/5/10 16:28,2016/5/10 16:34,1,-73.98976898,40.7399292,-73.99855042,40.74510956,N,336
id1208937,2,2016/5/10 16:29,2016/5/10 16:40,2,-73.98664856,40.74940109,-73.98616791,40.75880814,N,682
id0995703,2,2016/5/10 16:29,2016/5/10 16:35,1,-73.98308563,40.74180603,-73.98911285,40.74343872,N,370
id3212516,2,2016/5/10 16:29,2016/5/10 17:13,1,-73.9858017,40.7408905,-73.87210846,40.7743988,N,2621
id0751368,1,2016/5/10 16:29,2016/5/10 16:48,1,-73.96298981,40.77524185,-73.96614075,40.80464172,N,1144
id2172529,1,2016/5/10 16:29,2016/5/10 17:21,2,-73.78222656,40.64452744,-73.91233826,40.8230629,N,3110
id3331891,2,2016/5/10 16:30,2016/5/10 17:12,1,-73.9850235,40.74797821,-73.90213013,40.74591064,N,2519
id0502741,2,2016/5/10 16:30,2016/5/10 16:39,1,-73.9610672,40.76511002,-73.97254181,40.75933075,N,544
id2580697,1,2016/5/10 16:30,2016/5/10 17:02,1,-73.98223877,40.74553299,-73.98480988,40.70312119,N,1929
id0410455,1,2016/5/10 16:30,2016/5/10 16:35,2,-73.97127533,40.79788971,-73.96713257,40.80591583,N,312
id1776209,1,2016/5/10 16:30,2016/5/10 16:39,2,-73.97398376,40.76407242,-73.97006989,40.75852585,N,554
id1430835,1,2016/5/10 16:31,2016/5/10 16:42,2,-73.94689178,40.77228928,-73.9661026,40.75462341,N,698
id2501717,2,2016/5/10 16:31,2016/5/10 16:42,1,-73.95471954,40.77378845,-73.96025085,40.76635361,N,677
id0270596,2,2016/5/10 16:31,2016/5/10 16:52,5,-73.95397949,40.76673126,-73.97328949,40.76128006,N,1263
id0708956,1,2016/5/10 16:31,2016/5/10 16:39,1,-73.99664307,40.73748779,-74.00226593,40.75016785,N,445
id0460830,2,2016/5/10 16:32,2016/5/10 16:58,1,-73.98957062,40.70245361,-73.98619843,40.75577927,N,1550
id3038501,1,2016/5/10 16:32,2016/5/10 16:41,1,-73.96248627,40.76309586,-73.97194672,40.76580811,N,513
id3540847,2,2016/5/10 16:33,2016/5/10 16:43,2,-73.98156738,40.74969101,-73.99755096,40.74494553,N,582
id1916931,2,2016/5/10 16:34,2016/5/10 16:45,1,-74.00739288,40.73355865,-74.00783539,40.71858215,N,679
id1840544,1,2016/5/10 16:34,2016/5/10 17:28,1,-73.78105164,40.64505386,-73.98090363,40.73800659,N,3280
id1217690,2,2016/5/10 16:34,2016/5/10 16:37,1,-73.98583221,40.77867889,-73.99170685,40.77433014,N,160
id1586255,1,2016/5/10 16:34,2016/5/10 16:44,1,-73.97917938,40.78189087,-73.97967529,40.7714386,N,598
id1830571,2,2016/5/10 16:35,2016/5/10 16:37,1,-73.9644165,40.76463318,-73.95814514,40.77311707,N,137
id0476920,2,2016/5/10 16:35,2016/5/10 16:41,1,-73.95446777,40.76963043,-73.95163727,40.77783966,N,370
id0935093,1,2016/5/10 16:35,2016/5/10 16:43,1,-73.96408844,40.77375793,-73.95476532,40.78638458,N,443
id0836312,1,2016/5/10 16:35,2016/5/10 16:44,2,-73.96901703,40.78511047,-73.95851135,40.78131866,N,514
id1495112,2,2016/5/10 16:35,2016/5/10 16:53,1,-73.98603058,40.74365234,-74.00637054,40.70596313,N,1057
id1696597,2,2016/5/10 16:36,2016/5/10 16:42,1,-73.99828339,40.74543381,-74.00306702,40.74936676,N,344
id3359020,1,2016/5/10 16:36,2016/5/10 16:53,2,-73.96804047,40.79706573,-73.93229675,40.79595947,N,1037
id2252231,1,2016/5/10 16:36,2016/5/10 16:39,3,-73.98790741,40.77468872,-73.98301697,40.7755928,N,169
id1709687,1,2016/5/10 16:36,2016/5/10 16:53,1,-73.97270203,40.7432518,-73.98342896,40.74974442,N,1002
id3737615,2,2016/5/10 16:36,2016/5/10 16:45,1,-74.00237274,40.73427963,-73.98336029,40.73847961,N,501
id1713977,2,2016/5/10 16:37,2016/5/10 16:42,2,-73.98583984,40.73542023,-73.97705078,40.74509048,N,313
id2741830,2,2016/5/10 16:37,2016/5/10 16:59,1,-73.99446869,40.73503113,-73.97727966,40.76435089,N,1320
id0250779,1,2016/5/10 16:37,2016/5/10 17:11,1,-73.95822906,40.76360321,-73.95694733,40.71910477,N,2033
id2169378,2,2016/5/10 16:37,2016/5/10 17:04,1,-73.95877075,40.76403046,-73.99359131,40.74967957,N,1590
id2748856,2,2016/5/10 16:37,2016/5/10 17:00,5,-73.90174866,40.7682991,-73.90174866,40.7682991,N,1369
id0225339,2,2016/5/10 16:38,2016/5/10 16:51,2,-74.00224304,40.74536133,-73.98310852,40.75102997,N,824
id3648035,1,2016/5/10 16:38,2016/5/10 17:38,1,-73.78382111,40.64862442,-73.99099731,40.7554512,N,3593
id3606125,1,2016/5/10 16:38,2016/5/10 17:10,1,-73.98765564,40.73852539,-73.98200226,40.77578735,N,1928
id0287157,2,2016/5/10 16:38,2016/5/10 17:27,2,-73.77670288,40.64537048,-73.98061371,40.59754944,N,2970
id3001402,1,2016/5/10 16:38,2016/5/10 16:46,1,-73.96542358,40.79070282,-73.98080444,40.77452469,N,470
id3680202,1,2016/5/10 16:38,2016/5/10 16:50,1,-74.00627136,40.74221039,-73.98918152,40.74821091,N,685
id1813774,2,2016/5/10 16:38,2016/5/10 17:01,6,-73.97429657,40.75481033,-73.97078705,40.79006195,N,1374
id3285278,2,2016/5/10 16:39,2016/5/10 16:47,1,-73.98744965,40.73849869,-73.98458099,40.72562027,N,489
id2165778,1,2016/5/10 16:39,2016/5/10 16:59,1,-73.96333313,40.76167679,-73.92269135,40.7757225,N,1182
id3052094,1,2016/5/10 16:39,2016/5/10 16:49,1,-73.99192047,40.75013351,-73.97866821,40.7521019,N,575
id3411061,1,2016/5/10 16:39,2016/5/10 16:47,1,-73.98442078,40.74255753,-73.98195648,40.75135803,N,438
id0072838,2,2016/5/10 16:39,2016/5/10 16:55,5,-73.98052979,40.78335571,-73.98583221,40.75895309,N,964
id0085312,2,2016/5/10 16:40,2016/5/10 16:46,6,-74.00212097,40.71504974,-74.00715637,40.70534897,N,378
id1791177,2,2016/5/10 16:40,2016/5/10 16:48,6,-73.98378754,40.72954941,-73.98278046,40.74507141,N,476
id2903959,2,2016/5/10 16:40,2016/5/10 16:52,1,-73.98780823,40.74776077,-73.98081207,40.73234177,N,705
id1234355,1,2016/5/10 16:40,2016/5/10 16:47,1,-73.96763611,40.76276398,-73.97472382,40.7584343,N,434
id3481543,1,2016/5/10 16:40,2016/5/10 16:46,1,-73.9542923,40.78809357,-73.96946716,40.78524399,N,376
id1138706,2,2016/5/10 16:41,2016/5/10 16:50,2,-73.95645142,40.77537918,-73.96398926,40.77011871,N,565
id2650194,2,2016/5/10 16:41,2016/5/10 16:45,1,-73.97982788,40.75466919,-73.97245026,40.76251984,N,245
id1553216,2,2016/5/10 16:41,2016/5/10 17:00,5,-74.00524902,40.73641586,-73.97798157,40.72094345,N,1141
id3074476,1,2016/5/10 16:41,2016/5/10 16:51,2,-73.9905014,40.76170731,-74.00829315,40.74889374,N,579
id3806690,1,2016/5/10 16:41,2016/5/10 16:45,1,-73.96509552,40.7594986,-73.97488403,40.75185013,N,211
id1248860,2,2016/5/10 16:42,2016/5/10 17:03,1,-74.00764465,40.71614838,-73.98223877,40.75732803,N,1307
id1997519,2,2016/5/10 16:42,2016/5/10 16:50,1,-73.97896576,40.75059509,-73.97113037,40.76077652,N,485
id2219778,1,2016/5/10 16:42,2016/5/10 16:51,1,-74.00161743,40.75670624,-73.987854,40.74662018,N,554
id0694989,1,2016/5/10 16:42,2016/5/10 16:51,1,-73.97935486,40.78356171,-73.98223114,40.76512527,N,529
id2816349,1,2016/5/10 16:42,2016/5/10 16:49,2,-73.96524048,40.76900864,-73.96012115,40.77132797,N,458
id2441690,2,2016/5/10 16:42,2016/5/10 17:04,1,-73.97521973,40.74145889,-74.00170898,40.75643158,N,1323
id2445445,1,2016/5/10 16:42,2016/5/10 16:57,1,-73.97154236,40.75497437,-73.99132538,40.75013351,N,884
id1480675,1,2016/5/10 16:42,2016/5/10 17:26,1,-73.98791504,40.74958801,-73.95900726,40.69914627,N,2602
id2236498,2,2016/5/10 16:42,2016/5/10 17:17,1,-73.87081909,40.77373123,-73.78430939,40.66630173,N,2098
id1944201,2,2016/5/10 16:42,2016/5/10 16:47,1,-73.98574829,40.74126053,-73.99441528,40.73889542,N,294
id2579886,1,2016/5/10 16:43,2016/5/10 16:58,1,-73.9866333,40.72980118,-73.95921326,40.71195984,N,942
id2986419,2,2016/5/10 16:43,2016/5/10 16:54,1,-73.95249939,40.81858063,-73.94106293,40.8059082,N,624
id2141207,2,2016/5/10 16:43,2016/5/10 16:57,6,-73.97644043,40.76523972,-73.97103119,40.79291916,N,790
id0343074,1,2016/5/10 16:44,2016/5/10 16:55,1,-73.95144653,40.82523346,-73.95372009,40.80178833,N,682
id0018982,1,2016/5/10 16:44,2016/5/10 16:49,1,-73.94617462,40.74987793,-73.93949127,40.74882126,N,290
id2879685,1,2016/5/10 16:44,2016/5/10 17:04,1,-73.96957397,40.75363922,-74.00423431,40.70736694,N,1158
id0087131,2,2016/5/10 16:44,2016/5/10 16:59,6,-73.99102783,40.75022125,-73.97741699,40.78444672,N,902
id0851398,1,2016/5/10 16:44,2016/5/10 16:57,1,-73.98238373,40.77300262,-73.99533844,40.75452042,N,775
id2791801,2,2016/5/10 16:45,2016/5/10 16:49,6,-73.9984436,40.6898613,-73.99642181,40.69541931,N,225
id1310164,2,2016/5/10 16:46,2016/5/10 16:52,6,-73.98207855,40.7523613,-73.97302246,40.75854874,N,407
id3635230,1,2016/5/10 16:46,2016/5/10 16:50,1,-73.96673584,40.76733017,-73.96408081,40.77379227,N,259
id3706552,2,2016/5/10 16:46,2016/5/10 17:05,1,-73.98612213,40.76248169,-73.97595978,40.75143814,N,1127
id2489517,2,2016/5/10 16:47,2016/5/10 16:56,3,-73.97603607,40.78916168,-73.97507477,40.78865051,N,571
id2479282,2,2016/5/10 16:47,2016/5/10 17:30,5,-73.98457336,40.75748825,-74.17690277,40.69456863,N,2584
id0203398,1,2016/5/10 16:47,2016/5/10 17:23,1,-74.00390625,40.71316528,-73.95614624,40.76614761,N,2148
id1542304,2,2016/5/10 16:48,2016/5/10 17:22,2,-73.95915222,40.78326797,-73.96779633,40.75205612,N,2045
id3674371,1,2016/5/10 16:48,2016/5/10 16:53,1,-73.98285675,40.75085068,-73.97711182,40.74531937,N,306
id2713146,2,2016/5/10 16:48,2016/5/10 17:06,5,-73.95561981,40.76833344,-73.97816467,40.7881813,N,1073
id1891041,1,2016/5/10 16:48,2016/5/10 16:57,1,-73.96366882,40.77431107,-73.96622467,40.77083588,N,515
id3732046,2,2016/5/10 16:48,2016/5/10 17:32,1,-73.78973389,40.64683533,-73.96437073,40.67313385,N,2643
id0223291,1,2016/5/10 16:48,2016/5/10 16:55,1,-73.97310638,40.74867249,-73.974617,40.73606873,N,437
id2291200,1,2016/5/10 16:48,2016/5/10 16:49,1,-73.9562149,40.77878189,-73.95870972,40.77521515,N,70
id2464087,2,2016/5/10 16:48,2016/5/10 17:18,2,-73.77674103,40.6451416,-73.84065247,40.69491577,N,1781
id1785767,1,2016/5/10 16:48,2016/5/10 16:53,1,-73.97132111,40.76345444,-73.96408844,40.76544952,N,272
id3363936,2,2016/5/10 16:49,2016/5/10 17:13,1,-73.991539,40.74998093,-74.00153351,40.70798111,N,1424
id2677517,1,2016/5/10 16:49,2016/5/10 17:00,4,-73.98678589,40.74754715,-73.98461914,40.75774384,N,653
id3566649,2,2016/5/10 16:49,2016/5/10 17:08,5,-73.9588623,40.78347015,-73.97866821,40.78271866,N,1110
id0652156,2,2016/5/10 16:50,2016/5/10 16:52,1,-73.96437073,40.76742172,-73.96485138,40.76978683,N,171
id3803738,2,2016/5/10 16:50,2016/5/10 17:07,6,-73.95757294,40.80155945,-73.98095703,40.76998138,N,1040
id2023357,2,2016/5/10 16:50,2016/5/10 16:52,5,-73.87641144,40.76865005,-73.86808014,40.76860046,N,108
id3690646,1,2016/5/10 16:50,2016/5/10 17:02,2,-73.98522949,40.77880859,-74.00074768,40.76200485,N,697
id3090467,1,2016/5/10 16:50,2016/5/10 16:51,1,-73.9914093,40.73890305,-73.99172211,40.73853683,N,34
id0470886,1,2016/5/10 16:51,2016/5/10 16:58,1,-73.98200226,40.77325439,-73.97568512,40.79208755,N,452
id2869223,2,2016/5/10 16:51,2016/5/10 16:55,5,-73.95798492,40.76477051,-73.95087433,40.77488327,N,274
id2763171,2,2016/5/10 16:51,2016/5/10 17:10,1,-73.96096802,40.77830124,-73.95922089,40.76580811,N,1156
id0088526,2,2016/5/10 16:51,2016/5/10 17:04,1,-73.99156189,40.72980118,-74.00975037,40.73601913,N,792
id1922402,2,2016/5/10 16:52,2016/5/10 18:04,5,-73.87319183,40.77414322,-73.7899704,40.64701843,N,4320
id0208668,1,2016/5/10 16:52,2016/5/10 17:01,1,-73.99224091,40.74243164,-73.98442078,40.72865295,N,566
id3743591,2,2016/5/10 16:52,2016/5/10 16:59,1,-73.98466492,40.73285294,-73.99318695,40.73604584,N,397
id1658531,1,2016/5/10 16:52,2016/5/10 16:55,1,-74.00696564,40.71810532,-74.01112366,40.71345139,N,163
id1345580,2,2016/5/10 16:52,2016/5/10 17:00,5,-73.95230103,40.78995895,-73.95011902,40.78543854,N,459
id3325367,2,2016/5/10 16:53,2016/5/10 17:01,1,-73.98960114,40.77192688,-73.97703552,40.78769302,N,490
id1375548,2,2016/5/10 16:53,2016/5/10 16:58,2,-73.9894104,40.75765991,-73.98255157,40.76831055,N,330
id0745844,1,2016/5/10 16:53,2016/5/10 17:18,1,-73.96389008,40.75484848,-74.00878143,40.71245956,N,1503
id0998624,2,2016/5/10 16:53,2016/5/10 17:07,1,-73.95665741,40.76802826,-73.9539032,40.78800964,N,790
id3108530,1,2016/5/10 16:54,2016/5/10 17:01,1,-73.97460938,40.75655746,-73.9628067,40.75827789,N,435
id3524098,1,2016/5/10 16:54,2016/5/10 16:59,2,-73.98092651,40.72493362,-73.98797607,40.7188797,N,315
id3754590,2,2016/5/10 16:54,2016/5/10 17:15,1,-73.99565125,40.73884964,-73.98249817,40.76821136,N,1218
id3135680,2,2016/5/10 16:54,2016/5/10 17:35,1,-73.87117767,40.77415085,-73.77643585,40.6451416,N,2434
id3501043,2,2016/5/10 16:55,2016/5/10 17:17,3,-74.01567841,40.71580887,-73.97689056,40.75205231,N,1317
id0298968,2,2016/5/10 16:55,2016/5/10 17:00,1,-73.99643707,40.7478714,-73.99063873,40.75627899,N,329
id2479499,1,2016/5/10 16:55,2016/5/10 17:08,1,-73.95729065,40.77413177,-73.97801971,40.78348923,N,790
id3726747,2,2016/5/10 16:56,2016/5/10 17:01,5,-73.97590637,40.7881012,-73.97830963,40.77822113,N,335
id2097616,1,2016/5/10 16:56,2016/5/10 17:04,2,-73.98258209,40.76168442,-73.98895264,40.75632477,N,499
id0864985,2,2016/5/10 16:56,2016/5/10 17:06,1,-73.96932983,40.76429749,-73.960495,40.76825714,N,597
id1947089,1,2016/5/10 16:56,2016/5/10 17:13,1,-73.97885895,40.76475143,-73.97185516,40.75503159,N,1008
id0614818,1,2016/5/10 16:56,2016/5/10 17:18,1,-74.004776,40.70677185,-73.98766327,40.74906158,N,1303
id0120216,1,2016/5/10 16:56,2016/5/10 17:06,1,-73.97522736,40.74962997,-73.95814514,40.76037216,N,604
id1148735,2,2016/5/10 16:56,2016/5/10 17:03,1,-74.00797272,40.72314453,-73.99382782,40.7245369,N,418
id2486002,2,2016/5/10 16:57,2016/5/10 16:58,1,-73.98941803,40.73674774,-73.99066162,40.73723602,N,93
id0116853,2,2016/5/10 16:57,2016/5/10 17:17,1,-73.97540283,40.76202011,-73.98234558,40.75152588,N,1239
id1344412,2,2016/5/10 16:57,2016/5/10 17:12,1,-73.97354126,40.76388931,-73.97972107,40.74475861,N,901
id2293914,2,2016/5/10 16:57,2016/5/10 17:16,5,-73.97866058,40.76324844,-73.9684906,40.76647949,N,1127
id2714542,2,2016/5/10 16:57,2016/5/10 17:14,1,-73.98558044,40.75952148,-73.98834229,40.7430191,N,1014
id3147615,2,2016/5/10 16:57,2016/5/10 17:04,3,-73.98612213,40.74037933,-73.97258759,40.74671936,N,374
id0137468,1,2016/5/10 16:57,2016/5/10 17:25,1,-73.87302399,40.77394867,-73.81439209,40.70960617,N,1677
id0382865,1,2016/5/10 16:58,2016/5/10 17:14,1,-73.97151947,40.74391937,-74.01035309,40.7160759,N,1006
id0635730,2,2016/5/10 16:58,2016/5/10 17:01,1,-73.94908905,40.78159714,-73.95567322,40.7796669,N,177
id1205335,2,2016/5/10 16:58,2016/5/10 17:27,2,-74.00434113,40.70746994,-73.97869873,40.75844955,N,1724
id0788312,1,2016/5/10 16:59,2016/5/10 17:08,1,-73.93597412,40.7449646,-73.89971924,40.74589539,N,588
id1665563,1,2016/5/10 16:59,2016/5/10 17:32,1,-73.78256226,40.64434052,-73.83403778,40.70486832,N,1965
id0493604,2,2016/5/10 16:59,2016/5/10 17:27,1,-73.97975159,40.77106094,-73.95301056,40.76823044,N,1662
id3708946,1,2016/5/10 16:59,2016/5/10 17:15,1,-73.97971344,40.78958511,-73.95632172,40.77588654,N,915
id3546114,2,2016/5/10 17:00,2016/5/10 17:39,2,-73.97674561,40.75187683,-73.87342834,40.77419281,N,2347
id3071528,2,2016/5/10 17:00,2016/5/10 17:52,5,-73.98271942,40.76454163,-73.86733246,40.7705307,N,3149
id2284805,2,2016/5/10 17:00,2016/5/10 17:20,2,-73.96123505,40.76892853,-73.97270203,40.78583145,N,1200
id1938612,2,2016/5/10 17:00,2016/5/10 17:13,1,-73.9876709,40.76132965,-73.98965454,40.76381683,N,784
id3401275,2,2016/5/10 17:00,2016/5/10 17:11,1,-73.95877838,40.77510834,-73.97576904,40.78030777,N,633
id3093556,1,2016/5/10 17:00,2016/5/10 17:08,2,-73.99471283,40.74031067,-73.99250793,40.7492981,N,468
id2571811,1,2016/5/10 17:00,2016/5/10 17:16,1,-73.9719696,40.7545166,-73.9899826,40.74846649,N,933
id3989053,1,2016/5/10 17:00,2016/5/10 17:12,1,-73.9646225,40.76713562,-73.96845245,40.75065613,N,699
id3293759,2,2016/5/10 17:00,2016/5/10 17:16,1,-73.99393463,40.7499733,-73.98181915,40.76382828,N,946
id1233767,2,2016/5/10 17:00,2016/5/10 17:19,1,-73.96734619,40.7721405,-73.98350525,40.76057434,N,1112
id0196452,1,2016/5/10 17:01,2016/5/10 17:24,2,-73.98480988,40.72826767,-74.01438141,40.7179184,N,1367
id1563509,1,2016/5/10 17:01,2016/5/10 17:15,1,-73.99002838,40.74658203,-73.99008942,40.75655365,N,865
id0559905,1,2016/5/10 17:01,2016/5/10 17:22,1,-73.96139526,40.77165985,-73.98695374,40.764328,N,1274
id3940748,1,2016/5/10 17:01,2016/5/10 17:55,1,-73.77677917,40.6454277,-73.9384079,40.81568909,N,3195
id0235538,2,2016/5/10 17:02,2016/5/10 17:12,1,-73.95472717,40.78382111,-73.96392059,40.77371979,N,632
id3910945,1,2016/5/10 17:02,2016/5/10 17:32,2,-73.95980835,40.76275253,-74.01136017,40.72853851,N,1784
id1404361,2,2016/5/10 17:02,2016/5/10 17:16,1,-74.00985718,40.70341873,-74.00791168,40.72958755,N,798
id0463568,1,2016/5/10 17:02,2016/5/10 17:14,1,-73.96669769,40.76495743,-73.98233032,40.76680374,N,683
id2674324,1,2016/5/10 17:03,2016/5/10 17:19,1,-74.00224304,40.75558853,-73.97863007,40.76524353,N,965
id0164664,1,2016/5/10 17:04,2016/5/10 17:06,1,-73.95608521,40.77210236,-73.96151733,40.77432632,N,127
id3202856,1,2016/5/10 17:04,2016/5/10 17:39,1,-73.95008087,40.72203827,-73.98419952,40.74262238,N,2076
id2973780,2,2016/5/10 17:04,2016/5/10 17:25,2,-73.98155212,40.76337814,-73.991539,40.72985077,N,1216
id3181469,1,2016/5/10 17:05,2016/5/10 17:10,1,-73.96859741,40.76362228,-73.96464539,40.77145767,N,305
id0944692,2,2016/5/10 17:05,2016/5/10 17:25,1,-73.9730835,40.79018402,-73.94999695,40.76947784,N,1201
id2939246,1,2016/5/10 17:05,2016/5/10 17:10,1,-74.00709534,40.72740936,-74.00426483,40.7424469,N,329
id3198652,2,2016/5/10 17:05,2016/5/10 18:05,2,-73.78186798,40.64474487,-73.9568634,40.78253174,N,3603
